Participant,Worker,Overall,RecommendHiring,Colleague,Engaged,Excited,EyeContact,Smiled,SpeakingRate,NoFillers,Friendly,Paused,EngagingTone,StructuredAnswers,Calm,NotStressed,Focused,Authentic,NotAwkward,Total
p37,A34M93NJC830DP,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,91.0
p37,ABM77ZQWCHPNX,4.0,4.0,4.0,5.0,4.0,3.0,6.0,7.0,4.0,6.0,6.0,5.0,5.0,2.0,3.0,4.0,6.0,4.0,82.0
p37,ANUXUJE8QRE0C,6.0,6.0,7.0,7.0,6.0,5.0,7.0,5.25,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,116.25
p37,ARX0S1CIDJLOX,5.0,7.0,7.0,6.0,5.0,6.0,7.0,4.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,7.0,5.0,106.0
p37,AGGR,5.23256840388,5.26780385079,5.55974395327,5.60712055001,5.346456252,5.11229215245,6.46735840372,4.83593458007,4.44785249388,6.48303158535,5.97088876637,5.55279500424,4.87347827118,5.0639877561,5.35641912543,5.38035357927,6.4412252702,4.80311522449,97.8024252227
p42,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,99.0
p42,A1OLRUT93TXWEP,6.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,112.0
p42,A1ZQ7A1CUV6RD8,5.0,5.0,4.0,7.0,5.0,4.0,2.0,7.0,6.0,3.0,7.0,2.0,1.0,7.0,7.0,7.0,4.0,6.0,89.0
p42,A2F7D8EOTB663,6.0,6.0,6.0,7.0,5.0,7.0,7.0,4.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,113.0
p42,A323WW03VM8089,4.0,5.0,4.0,4.0,4.0,4.0,3.0,7.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,6.0,3.0,71.0
p42,A34M93NJC830DP,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,2.0,6.0,4.0,71.0
p42,ABM77ZQWCHPNX,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,122.0
p42,ANUXUJE8QRE0C,5.0,5.0,5.0,6.0,5.0,3.0,5.0,5.25,3.0,7.0,6.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,88.25
p42,ARX0S1CIDJLOX,5.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,6.0,5.0,7.0,5.0,2.0,3.0,3.0,6.0,6.0,3.0,83.0
p42,AGGR,5.10850302686,5.10047999776,4.97782443463,5.89769260554,4.79071022405,5.60015245703,5.19519965966,4.74355771201,4.47418920901,5.34561878816,5.62953341368,5.33704706539,3.83849946468,5.6002958029,5.52528087608,5.4430241538,5.99172355183,5.51659204933,94.1159244924
p43,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,100.0
p43,A1OLRUT93TXWEP,6.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,2.0,6.0,6.0,7.0,6.0,5.0,4.0,6.0,7.0,5.0,101.0
p43,A1ZQ7A1CUV6RD8,5.0,5.0,2.0,7.0,5.0,6.0,5.0,3.5,7.0,3.0,7.0,6.0,4.0,7.0,6.0,7.0,5.0,5.0,95.5
p43,A2F7D8EOTB663,6.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,113.0
p43,A323WW03VM8089,5.0,5.0,5.0,3.0,5.0,4.0,4.0,7.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,85.0
p43,A34M93NJC830DP,5.0,5.0,5.0,6.0,5.0,6.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,91.0
p43,ABM77ZQWCHPNX,5.0,4.0,4.0,4.0,4.0,3.0,7.0,7.0,2.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,99.0
p43,ANUXUJE8QRE0C,6.0,6.0,6.0,6.0,4.0,3.0,3.0,7.0,3.0,6.0,4.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,99.0
p43,ARX0S1CIDJLOX,7.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,118.0
p43,AGGR,5.68396192871,5.62165683625,5.45243178228,5.92414801388,5.05420031047,5.6433361895,5.12212752248,5.05883708804,4.54832456671,5.45432398408,5.54317278904,5.90262827442,5.56130636558,5.75199126911,5.57644356174,6.10445727005,6.20764520622,5.58169506967,99.7926880282
p44,A1ITBXITLY2952,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,6.0,2.0,4.0,6.0,6.0,5.0,4.0,4.0,73.0
p44,A1OLRUT93TXWEP,5.0,5.0,6.0,5.0,5.0,5.0,7.0,4.0,3.0,6.0,7.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,98.0
p44,A1ZQ7A1CUV6RD8,3.0,3.0,4.0,5.0,1.0,4.0,1.0,3.5,2.0,1.0,6.0,1.0,2.0,7.0,7.0,6.0,6.0,6.0,68.5
p44,A2F7D8EOTB663,4.0,5.0,6.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,7.0,2.0,4.0,7.0,6.0,6.0,6.0,4.0,84.0
p44,A323WW03VM8089,4.0,4.0,2.0,4.0,3.0,3.0,5.0,7.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,3.0,71.0
p44,A34M93NJC830DP,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,6.0,6.0,5.0,6.0,5.0,82.0
p44,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,4.0,4.0,6.0,4.0,5.0,6.0,6.0,4.0,4.0,6.0,88.0
p44,ANUXUJE8QRE0C,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.25,3.0,6.0,6.0,2.0,6.0,7.0,7.0,6.0,6.0,7.0,96.25
p44,ARX0S1CIDJLOX,6.0,7.0,7.0,5.0,5.0,7.0,4.0,5.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,109.0
p44,AGGR,4.54177925324,4.52752307952,4.73797163543,4.69714695697,3.79197546054,4.74606515334,4.53077250139,4.23383359721,3.45017354256,4.51848839033,5.61226747567,3.34334245175,4.38128014733,6.35930487676,6.00652303676,5.4002982744,5.53481136665,4.91853944023,85.3320966401
p45,A1ITBXITLY2952,7.0,7.0,7.0,7.0,6.0,6.0,7.0,4.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,112.0
p45,A1OLRUT93TXWEP,5.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,4.0,102.0
p45,A1ZQ7A1CUV6RD8,6.0,7.0,2.0,7.0,6.0,7.0,6.0,3.5,5.0,6.0,6.0,7.0,3.0,6.0,7.0,6.0,7.0,6.0,103.5
p45,A2F7D8EOTB663,7.0,6.0,5.0,7.0,5.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,112.0
p45,A323WW03VM8089,4.0,5.0,4.0,3.0,6.0,4.0,3.0,5.25,3.0,6.0,4.0,6.0,3.0,2.0,2.0,4.0,6.0,3.0,73.25
p45,A34M93NJC830DP,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,75.0
p45,ABM77ZQWCHPNX,6.0,6.0,6.0,2.0,6.0,6.0,7.0,5.25,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,110.25
p45,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.75,6.0,7.0,5.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,114.75
p45,ARX0S1CIDJLOX,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,4.0,5.0,4.0,2.0,4.0,6.0,5.0,5.0,96.0
p45,AGGR,5.57853469676,5.65863925881,5.1935290484,5.63772933447,5.45162637945,6.15395722016,5.65920396147,4.84907391848,5.03498260143,5.90049659796,5.82350534907,5.8251552116,5.16626547469,4.84524050227,5.03624900071,5.81793097133,5.7345552918,5.19953153459,98.5662063535
p47,A1ITBXITLY2952,3.0,2.0,3.0,4.0,1.0,5.0,6.0,3.0,3.0,3.0,6.0,3.0,2.0,5.0,6.0,4.0,4.0,1.0,64.0
p47,A1OLRUT93TXWEP,4.0,3.0,5.0,5.0,4.0,6.0,6.0,5.0,3.0,7.0,5.0,3.0,4.0,6.0,5.0,5.0,7.0,5.0,88.0
p47,A1ZQ7A1CUV6RD8,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.5,1.0,2.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,4.0,59.5
p47,A2F7D8EOTB663,3.0,4.0,5.0,5.0,3.0,7.0,2.0,6.0,6.0,5.0,7.0,4.0,3.0,6.0,5.0,6.0,7.0,4.0,88.0
p47,A323WW03VM8089,2.0,2.0,1.0,2.0,2.0,2.0,4.0,7.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,58.0
p47,A34M93NJC830DP,5.0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,85.0
p47,ABM77ZQWCHPNX,5.0,5.0,3.0,5.0,4.0,5.0,6.0,5.25,3.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,95.25
p47,ANUXUJE8QRE0C,5.0,5.0,6.0,6.0,3.0,4.0,7.0,5.25,2.0,6.0,7.0,4.0,5.0,6.0,6.0,7.0,7.0,5.0,96.25
p47,ARX0S1CIDJLOX,4.0,3.0,4.0,3.0,3.0,5.0,7.0,5.0,4.0,6.0,5.0,4.0,2.0,3.0,3.0,5.0,6.0,2.0,74.0
p47,AGGR,3.86221407333,3.56075094943,3.88754261881,4.70194252925,3.17145675122,5.22255910876,4.91274821082,4.64497679756,3.44267884083,4.77171492636,5.49676491195,3.6153131253,3.41600800958,5.38375990211,5.20527880087,4.88240288716,5.88986366748,3.56497252937,79.6329486402
p48,A1ITBXITLY2952,3.0,3.0,4.0,3.0,2.0,6.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,6.0,5.0,3.0,3.0,3.0,68.0
p48,A1OLRUT93TXWEP,5.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,3.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,99.0
p48,A1ZQ7A1CUV6RD8,6.0,6.0,4.0,5.0,2.0,6.0,1.0,5.25,6.0,1.0,7.0,3.0,2.0,7.0,7.0,6.0,7.0,6.0,87.25
p48,A2F7D8EOTB663,5.0,5.0,5.0,5.0,4.0,7.0,2.0,4.0,6.0,5.0,7.0,3.0,4.0,6.0,6.0,6.0,6.0,5.0,91.0
p48,A323WW03VM8089,3.0,2.0,3.0,3.0,3.0,5.0,3.0,5.25,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,62.25
p48,A34M93NJC830DP,5.0,4.0,5.0,5.0,4.0,7.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,87.0
p48,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,4.0,7.0,5.0,7.0,7.0,4.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,95.0
p48,ANUXUJE8QRE0C,5.0,5.0,6.0,7.0,5.0,7.0,6.0,7.0,5.0,7.0,5.0,4.0,4.0,6.0,5.0,7.0,6.0,6.0,103.0
p48,ARX0S1CIDJLOX,4.0,4.0,4.0,3.0,5.0,6.0,5.0,7.0,5.0,3.0,5.0,2.0,3.0,5.0,4.0,5.0,6.0,3.0,79.0
p48,AGGR,4.43873711683,4.16714224842,4.5748072329,4.62694407073,3.79090431508,6.5625262454,4.53570791133,4.78221634128,4.62057092557,4.60665832203,5.57453554593,4.04476149582,4.14381035699,5.64429603021,4.87983071597,4.87191879348,5.23524044455,4.56366314079,85.6642712533
p49,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,7.0,6.0,4.0,7.0,6.0,4.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,105.0
p49,A1OLRUT93TXWEP,5.0,5.0,4.0,6.0,6.0,7.0,7.0,5.0,3.0,7.0,0.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,99.0
p49,A1ZQ7A1CUV6RD8,4.0,5.0,4.0,7.0,6.0,6.0,4.0,5.25,6.0,5.0,7.0,6.0,2.0,7.0,6.0,7.0,6.0,6.0,99.25
p49,A2F7D8EOTB663,5.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,6.0,2.0,5.0,6.0,7.0,7.0,5.0,98.0
p49,A323WW03VM8089,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.25,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,2.0,63.25
p49,A34M93NJC830DP,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,6.0,5.0,2.0,6.0,6.0,5.0,6.0,5.0,87.0
p49,ABM77ZQWCHPNX,7.0,7.0,7.0,5.0,5.0,6.0,5.0,7.0,3.0,5.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,7.0,106.0
p49,ANUXUJE8QRE0C,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.25,4.0,6.0,4.0,6.0,4.0,6.0,6.0,7.0,5.0,7.0,103.25
p49,ARX0S1CIDJLOX,5.0,4.0,3.0,6.0,7.0,6.0,7.0,4.0,5.0,5.0,6.0,5.0,1.0,3.0,5.0,5.0,6.0,5.0,88.0
p49,AGGR,5.18459422869,4.96138468252,4.77781394605,5.91391571239,5.43357511766,5.93992483297,5.45942488339,4.72000195941,4.93924002456,5.43353996472,3.99114903525,5.28503463586,3.70412090811,5.88254765352,5.96359395491,5.93916952655,6.21194854824,5.30574979949,95.0467294143
p50,A1ITBXITLY2952,6.0,6.0,6.0,6.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,7.0,7.0,6.0,5.0,6.0,99.0
p50,A1OLRUT93TXWEP,6.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,1.0,5.0,6.0,4.0,6.0,7.0,6.0,6.0,5.0,5.0,92.0
p50,A1ZQ7A1CUV6RD8,5.0,4.0,3.0,4.0,3.0,4.0,3.0,7.0,3.0,2.0,6.0,4.0,6.0,7.0,7.0,7.0,4.0,3.0,82.0
p50,A2F7D8EOTB663,6.0,6.0,6.0,7.0,5.0,5.0,4.0,3.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,99.0
p50,A323WW03VM8089,4.0,4.0,2.0,4.0,3.0,5.0,3.0,7.0,4.0,2.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,3.0,76.0
p50,A34M93NJC830DP,5.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,6.0,6.0,3.0,6.0,5.0,81.0
p50,ABM77ZQWCHPNX,5.0,5.0,3.0,4.0,4.0,2.0,4.0,7.0,3.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,92.0
p50,ANUXUJE8QRE0C,5.0,5.0,6.0,6.0,4.0,6.0,5.0,5.25,3.0,6.0,5.0,4.0,5.0,7.0,7.0,6.0,6.0,7.0,98.25
p50,ARX0S1CIDJLOX,5.0,5.0,4.0,5.0,4.0,6.0,3.0,5.0,6.0,2.0,7.0,3.0,7.0,7.0,7.0,6.0,6.0,5.0,93.0
p50,AGGR,5.39458815516,4.96311876101,4.64992164022,5.33320291747,3.99416567885,5.24954681714,4.39138778712,4.77527695183,4.2336924175,3.98733903052,5.07684602876,4.39597807428,5.02627199859,6.61158388961,6.25880204962,5.37411816971,5.54316917237,5.43641444127,90.695423981
p52,A1ITBXITLY2952,4.0,4.0,4.0,4.0,3.0,6.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,6.0,6.0,6.0,5.0,4.0,77.0
p52,A1OLRUT93TXWEP,3.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,6.0,3.0,6.0,7.0,7.0,5.0,5.0,3.0,78.0
p52,A1ZQ7A1CUV6RD8,3.0,3.0,2.0,3.0,2.0,3.0,1.0,5.25,6.0,1.0,7.0,1.0,3.0,7.0,7.0,6.0,5.0,5.0,70.25
p52,A2F7D8EOTB663,4.0,2.0,4.0,4.0,5.0,7.0,1.0,3.0,1.0,4.0,7.0,3.0,2.0,7.0,7.0,5.0,7.0,6.0,79.0
p52,A323WW03VM8089,4.0,3.0,2.0,3.0,4.0,3.0,4.0,7.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,65.0
p52,A34M93NJC830DP,5.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,90.0
p52,ABM77ZQWCHPNX,3.0,3.0,4.0,3.0,3.0,6.0,1.0,7.0,2.0,3.0,6.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,70.0
p52,ANUXUJE8QRE0C,4.0,4.0,3.0,5.0,2.0,6.0,1.0,5.25,2.0,4.0,7.0,1.0,3.0,5.0,3.0,6.0,5.0,3.0,69.25
p52,ARX0S1CIDJLOX,5.0,4.0,5.0,5.0,4.0,6.0,1.0,3.0,3.0,3.0,7.0,3.0,6.0,6.0,6.0,5.0,6.0,5.0,83.0
p52,AGGR,3.99119106751,3.61703113085,3.95972069129,4.16924332187,3.48414743237,5.57914116637,2.29287784604,4.01429434402,3.61964804761,3.62795240087,6.01529075178,3.14870645066,4.32473587626,6.07749950285,5.65673247454,5.17280074643,5.450955289,4.1266276312,78.3285961715
p53,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,5.0,7.0,4.0,1.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,102.0
p53,A1OLRUT93TXWEP,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,3.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,85.0
p53,A1ZQ7A1CUV6RD8,6.0,5.0,5.0,6.0,3.0,3.0,5.0,7.0,1.0,6.0,6.0,4.0,2.0,7.0,7.0,6.0,6.0,7.0,92.0
p53,A2F7D8EOTB663,5.0,6.0,6.0,7.0,6.0,5.0,4.0,5.0,2.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,95.0
p53,A323WW03VM8089,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.25,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,63.25
p53,A34M93NJC830DP,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,85.0
p53,ABM77ZQWCHPNX,4.0,4.0,4.0,2.0,6.0,2.0,6.0,3.5,2.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,74.5
p53,ANUXUJE8QRE0C,6.0,6.0,6.0,7.0,5.0,4.0,6.0,5.25,1.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,4.0,96.25
p53,ARX0S1CIDJLOX,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,1.0,6.0,3.0,6.0,6.0,6.0,5.0,7.0,6.0,7.0,105.0
p53,AGGR,5.18476589488,5.31944902643,5.11410136982,5.36838427387,4.83837206285,4.06131929879,5.45096467796,4.91890261865,2.47243815689,5.45415149089,5.36048544669,4.85432054813,4.71024567086,5.17994323382,4.8915576213,5.44210458956,5.83862548193,5.29546986466,89.755601328
p55,A1ITBXITLY2952,5.0,5.0,5.0,6.0,4.0,6.0,7.0,4.0,2.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,93.0
p55,A1OLRUT93TXWEP,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,7.0,4.0,88.0
p55,A1ZQ7A1CUV6RD8,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.25,3.0,7.0,7.0,5.0,2.0,7.0,6.0,7.0,7.0,7.0,106.25
p55,A2F7D8EOTB663,4.0,4.0,5.0,5.0,3.0,6.0,5.0,3.0,4.0,5.0,7.0,5.0,4.0,6.0,7.0,6.0,5.0,5.0,89.0
p55,A323WW03VM8089,4.0,5.0,6.0,4.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,88.0
p55,A34M93NJC830DP,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,82.0
p55,ABM77ZQWCHPNX,4.0,4.0,4.0,5.0,3.0,5.0,5.0,7.0,2.0,5.0,6.0,4.0,4.0,3.0,3.0,5.0,6.0,4.0,79.0
p55,ANUXUJE8QRE0C,5.0,5.0,6.0,6.0,4.0,6.0,7.0,5.25,2.0,7.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,100.25
p55,ARX0S1CIDJLOX,6.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,3.0,7.0,7.0,7.0,6.0,4.0,4.0,7.0,7.0,4.0,108.0
p55,AGGR,4.88530504599,4.65076145587,5.07812937582,5.44399679136,4.31819144804,5.4009435076,5.29202715735,4.5068489508,3.24693758543,5.58483008312,5.52625784302,4.88088773274,4.72967036809,5.0102162925,5.34839609633,5.79677863136,6.0092699977,4.91458151004,90.6240298731
p56,A1ITBXITLY2952,4.0,3.0,4.0,5.0,3.0,6.0,6.0,2.0,3.0,6.0,7.0,3.0,4.0,6.0,6.0,6.0,4.0,4.0,82.0
p56,A1OLRUT93TXWEP,4.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,6.0,3.0,74.0
p56,A1ZQ7A1CUV6RD8,4.0,5.0,2.0,6.0,2.0,1.0,2.0,7.0,3.0,4.0,7.0,1.0,3.0,7.0,7.0,6.0,6.0,1.0,74.0
p56,A2F7D8EOTB663,5.0,4.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,7.0,4.0,4.0,6.0,6.0,7.0,6.0,5.0,97.0
p56,A323WW03VM8089,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.25,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,2.0,70.25
p56,A34M93NJC830DP,6.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,86.0
p56,ABM77ZQWCHPNX,5.0,5.0,5.0,4.0,4.0,5.0,4.0,7.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,85.0
p56,ANUXUJE8QRE0C,4.0,3.0,2.0,5.0,3.0,1.0,6.0,3.5,4.0,5.0,6.0,2.0,4.0,6.0,4.0,4.0,5.0,1.0,68.5
p56,ARX0S1CIDJLOX,4.0,5.0,7.0,6.0,4.0,5.0,6.0,4.0,2.0,4.0,6.0,5.0,4.0,2.0,2.0,5.0,7.0,2.0,80.0
p56,AGGR,4.58982164764,3.77438347974,4.49273003457,5.11894752994,3.6516515462,4.12550967338,4.32814975998,4.05305482859,3.89555399402,5.16044338852,5.98301742979,3.72067273305,4.14499718593,4.92683540876,4.74202897847,5.32351828229,5.65108268341,3.33539474898,81.0177933333
p57,A1ITBXITLY2952,7.0,7.0,7.0,7.0,5.0,6.0,7.0,4.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,116.0
p57,A1OLRUT93TXWEP,6.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,113.0
p57,A1ZQ7A1CUV6RD8,7.0,7.0,7.0,7.0,6.0,6.0,7.0,3.5,4.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,115.5
p57,A2F7D8EOTB663,6.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,110.0
p57,A323WW03VM8089,5.0,6.0,7.0,5.0,5.0,5.0,5.0,7.0,4.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,100.0
p57,A34M93NJC830DP,7.0,7.0,5.0,6.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,108.0
p57,ABM77ZQWCHPNX,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,114.0
p57,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.25,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,121.25
p57,ARX0S1CIDJLOX,7.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,115.0
p57,AGGR,6.5809709482,6.64721816,6.39821320392,6.49244453357,6.14032684895,6.39249702013,6.41817429267,4.64177681993,5.76862920842,6.61158388961,6.42160996922,6.27907384787,6.02620075772,6.10896694446,5.98982758842,6.72840513159,6.06845525266,6.53731364872,112.251688066
p58,A1ITBXITLY2952,3.0,4.0,3.0,5.0,2.0,5.0,5.0,3.0,6.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,75.0
p58,A1OLRUT93TXWEP,5.0,4.0,6.0,5.0,4.0,5.0,7.0,3.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,94.0
p58,A1ZQ7A1CUV6RD8,4.0,2.0,4.0,6.0,4.0,5.0,5.0,7.0,6.0,5.0,7.0,3.0,1.0,7.0,6.0,6.0,7.0,6.0,91.0
p58,A2F7D8EOTB663,5.0,5.0,5.0,6.0,4.0,7.0,7.0,5.0,6.0,7.0,7.0,3.0,5.0,6.0,7.0,7.0,6.0,7.0,105.0
p58,A323WW03VM8089,4.0,5.0,7.0,4.0,4.0,3.0,4.0,5.25,4.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,6.0,4.0,77.25
p58,A34M93NJC830DP,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,85.0
p58,ABM77ZQWCHPNX,3.0,3.0,4.0,5.0,2.0,5.0,6.0,7.0,3.0,4.0,6.0,1.0,4.0,6.0,6.0,4.0,4.0,4.0,77.0
p58,ANUXUJE8QRE0C,6.0,6.0,6.0,7.0,5.0,5.0,6.0,3.5,6.0,7.0,5.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,107.5
